athlete_id,name,age,gender,location,nationality,latitude,longitude,primary_sport,secondary_sport,competition_level,years_training,height_cm,weight_kg,bmi,estimated_vo2max,social_network_size,coaching_support,training_partners,career_status,communication_preference,personality_score
ATH_0642,Wang Fischer,29,Male,"Glasgow, UK",UK,55.8,-4.2,Rugby,,Advanced,6,178,83,26.2,58,28,1,1,Active,Email-focused,2.0
ATH_0643,Li Williams,50,Male,"Osaka, Japan",Japan,34.6,135.5,Triathlon,,Intermediate,3,175,76,24.8,46,61,1,1,Active,Mixed,7.7
ATH_0644,Min Jackson,21,Female,"Houston, USA",USA,29.7,-95.3,Basketball,,Elite Amateur,10,160,79,30.9,55,5,1,0,Active,App-based,1.0
ATH_0645,Ana Chen,22,Female,"São Paulo, Brazil",Brazil,-23.5,-46.6,Volleyball,,Intermediate,5,162,48,18.3,42,37,0,2,Active,Email-focused,2.9
ATH_0646,Rosa Ferrari,60,Female,"Montreal, Canada",Canada,45.5,-73.5,Skiing,,Advanced,7,175,62,20.2,39,34,1,1,Active,Email-focused,1.3
ATH_0647,Wei Zhang,40,Male,"Seville, Spain",Spain,37.3,-5.9,Triathlon,,Advanced,7,185,45,13.1,49,68,0,3,Active,Mixed,7.1
ATH_0648,Davide Walker,32,Male,"Chennai, India",India,13.0,80.2,Rugby,,Advanced,8,179,66,20.6,52,34,0,2,Active,Email-focused,0.9
ATH_0649,Nancy Singh,26,Female,"Mumbai, India",India,19.0,72.8,Rowing,,Advanced,7,161,61,23.5,44,81,1,0,Active,App-based,3.1
ATH_0650,Barbara Sharma,38,Female,"Houston, USA",USA,29.7,-95.3,Swimming,,Advanced,14,156,45,18.5,42,88,1,3,Active,Email-focused,5.1
ATH_0651,Leonardo Ricci,41,Male,"Lagos, Nigeria",Nigeria,6.5,3.3,Cycling,,Advanced,11,188,88,24.9,50,139,1,6,Active,Mixed,8.9
ATH_0652,Julia Hernandez,45,Female,"Munich, Germany",Germany,48.1,11.5,Basketball,,Advanced,13,173,53,17.7,47,14,1,0,Active,Text-focused,3.0
ATH_0653,Alessandro Meyer,33,Male,"Delhi, India",India,28.6,77.2,Volleyball,Hiking,Intermediate,4,175,86,28.1,50,95,0,5,Active,Text-focused,3.1
ATH_0654,Donald Nguyen,27,Male,"Turin, Italy",Italy,45.0,7.6,Swimming,,Intermediate,5,171,75,25.6,49,129,0,4,Active,Voice-focused,9.6
ATH_0655,David Hoffmann,34,Male,"Mexico City, Mexico",Mexico,19.4,-99.1,Rugby,,Advanced,11,177,74,23.6,60,100,1,5,Active,Mixed,7.6
ATH_0656,Donald Reddy,23,Male,"Bangalore, India",India,12.9,77.5,Swimming,Tennis,Semi-Pro,12,174,74,24.4,64,84,1,1,Active,Email-focused,4.5
ATH_0657,Haruki Kato,44,Male,"San Jose, USA",USA,37.3,-121.8,Boxing,,Beginner,1,176,65,21.0,39,131,1,8,Active,Voice-focused,8.8
ATH_0658,Haruki Clark,28,Male,"Milan, Italy",Italy,45.4,9.1,Swimming,Cycling,Advanced,8,168,78,27.6,57,38,1,2,Active,Email-focused,2.8
ATH_0659,William Shah,38,Male,"Milan, Italy",Italy,45.4,9.1,Triathlon,,Advanced,13,170,65,22.5,51,5,0,0,Active,App-based,3.2
ATH_0660,Sophie Hill,33,Female,"London, UK",UK,51.5,-0.1,Boxing,,Advanced,10,169,88,30.8,48,31,1,1,Active,Voice-focused,6.3
ATH_0661,Claire Taylor,31,Female,"Brisbane, Australia",Australia,-27.4,153.0,Hiking,,Intermediate,4,172,45,15.2,42,35,1,1,Active,Text-focused,2.7
ATH_0662,Riya Patel,32,Female,"Milan, Italy",Italy,45.4,9.1,Skiing,,Intermediate,8,168,58,20.5,39,30,1,2,Active,Text-focused,1.9
ATH_0663,Ali Taylor,55,Male,"Cairo, Egypt",Egypt,30.0,31.2,Running,Hiking,Elite Amateur,11,158,68,27.2,52,29,1,0,Active,Email-focused,1.2
ATH_0664,Raj Suzuki,33,Male,"Barcelona, Spain",Spain,41.3,2.1,Basketball,,Intermediate,4,175,84,27.4,48,12,1,0,Active,Email-focused,2.9
ATH_0665,Michael Walker,29,Male,"Seville, Spain",Spain,37.3,-5.9,Rugby,,Advanced,12,190,80,22.2,58,72,1,0,Active,Text-focused,5.3
ATH_0666,Chloé Hoffmann,25,Female,"Cairo, Egypt",Egypt,30.0,31.2,Hiking,,Advanced,7,168,60,21.3,42,41,0,1,Active,Email-focused,1.3
ATH_0667,Francesco Müller,23,Male,"Busan, South Korea",South Korea,35.1,129.0,Tennis,,Intermediate,6,177,80,25.5,54,40,1,1,Retired,Text-focused,3.9
ATH_0668,Shreya Robinson,37,Female,"Dubai, UAE",UAE,25.2,55.2,Triathlon,CrossFit,Advanced,13,172,62,21.0,44,23,1,0,Active,Text-focused,3.0
ATH_0669,Silvia Müller,21,Female,"Rio de Janeiro, Brazil",Brazil,-22.9,-43.2,Triathlon,,Beginner,2,163,51,19.2,41,22,1,0,Active,Text-focused,1.8
ATH_0670,Rafael Kobayashi,23,Male,"Moscow, Russia",Russia,55.7,37.6,Basketball,Swimming,Elite Amateur,10,180,60,18.5,64,61,1,0,Active,Voice-focused,7.6
ATH_0671,Carmen Clark,26,Female,"Hyderabad, India",India,17.3,78.4,Boxing,Tennis,Intermediate,4,166,59,21.4,40,30,1,2,Active,App-based,5.0
ATH_0672,Lena Wang,40,Female,"Lagos, Nigeria",Nigeria,6.5,3.3,Swimming,,Intermediate,7,171,55,18.8,35,35,0,1,Active,Email-focused,5.4
ATH_0673,Miguel Becker,27,Male,"Melbourne, Australia",Australia,-37.8,144.9,Swimming,,Intermediate,3,187,75,21.4,51,46,0,3,Active,Mixed,6.6
ATH_0674,Francesca Robinson,23,Female,"Tokyo, Japan",Japan,35.6,139.6,Football,,Beginner,2,154,46,19.4,37,35,0,1,Active,App-based,4.2
ATH_0675,Philippe Lewis,26,Male,"Turin, Italy",Italy,45.0,7.6,Swimming,,Advanced,10,181,88,26.9,52,14,1,0,Active,Email-focused,2.1
ATH_0676,Diego Lopez,28,Male,"Lagos, Nigeria",Nigeria,6.5,3.3,Rugby,,Beginner,1,182,83,25.1,43,88,0,3,Active,Mixed,9.0
ATH_0677,Raj Wu,22,Male,"Beijing, China",China,39.9,116.4,Rugby,,Intermediate,3,175,66,21.6,46,124,0,4,Active,Voice-focused,7.9
ATH_0678,Matteo Sharma,37,Male,"Tokyo, Japan",Japan,35.6,139.6,Rugby,,Advanced,11,184,96,28.4,51,79,1,1,Active,Mixed,9.7
ATH_0679,Nina Sanchez,30,Female,"New York, USA",USA,40.7,-74.0,Boxing,,Intermediate,5,160,58,22.7,42,43,1,2,Active,App-based,4.8
ATH_0680,Sakura Davis,40,Female,"Dubai, UAE",UAE,25.2,55.2,Boxing,,Advanced,15,171,45,15.4,43,59,1,0,Active,Voice-focused,8.0
ATH_0681,Dorothy Hernandez,38,Female,"Mumbai, India",India,19.0,72.8,Rowing,Boxing,Advanced,6,167,57,20.4,51,35,1,0,Active,Email-focused,4.1
ATH_0682,Sara Yamamoto,38,Female,"Kyoto, Japan",Japan,35.0,135.7,Tennis,Climbing,Advanced,6,150,61,27.1,48,51,1,2,Active,Text-focused,2.6
ATH_0683,Takeshi Nakamura,27,Male,"New York, USA",USA,40.7,-74.0,Cycling,Swimming,Intermediate,7,174,91,30.1,48,30,0,0,Active,Text-focused,0.4
ATH_0684,Laurent Thompson,25,Male,"Los Angeles, USA",USA,34.0,-118.2,Cycling,Running,Elite Amateur,10,178,86,27.1,64,15,0,0,Active,Email-focused,1.6
ATH_0685,Paul Ferrari,29,Male,"Copenhagen, Denmark",Denmark,55.6,12.5,Football,,Elite Amateur,11,164,89,33.1,59,64,1,0,Active,App-based,5.2
ATH_0686,Nana Thompson,35,Female,"Phoenix, USA",USA,33.4,-112.0,Swimming,,Advanced,9,174,57,18.8,46,40,1,2,Active,App-based,0.2
ATH_0687,Daniel Meyer,40,Male,"Marseille, France",France,43.2,5.3,Running,,Elite Amateur,18,177,88,28.1,56,20,1,1,Active,App-based,2.0
ATH_0688,Sakura Yang,26,Female,"Los Angeles, USA",USA,34.0,-118.2,Basketball,,Advanced,6,169,71,24.9,50,31,1,2,Active,Text-focused,0.5
ATH_0689,Léa Patel,31,Female,"Melbourne, Australia",Australia,-37.8,144.9,Basketball,,Advanced,13,166,57,20.7,44,41,0,0,Active,Email-focused,5.7
ATH_0690,Michael Lee,34,Male,"São Paulo, Brazil",Brazil,-23.5,-46.6,Hiking,Cycling,Elite Amateur,18,181,84,25.6,66,103,1,1,Active,Mixed,9.7
ATH_0691,Kiran Kumar,41,Male,"Frankfurt, Germany",Germany,50.1,8.6,Triathlon,Hiking,Elite Amateur,14,166,79,28.7,59,19,0,1,Active,Text-focused,1.1
ATH_0692,Maria Liu,32,Female,"London, UK",UK,51.5,-0.1,Skiing,,Intermediate,6,155,64,26.6,37,10,0,0,Active,App-based,0.8
ATH_0693,Haruki Watanabe,40,Male,"Delhi, India",India,28.6,77.2,Basketball,,Advanced,15,170,66,22.8,53,92,1,1,Active,App-based,3.4
ATH_0694,Charles Bernard,31,Male,"Barcelona, Spain",Spain,41.3,2.1,Triathlon,,Intermediate,3,181,80,24.4,52,31,1,1,Active,App-based,5.5
ATH_0695,Luis Lee,52,Male,"Shanghai, China",China,31.2,121.4,Rowing,,Elite Amateur,15,171,54,18.5,54,46,0,0,Active,Text-focused,5.8
ATH_0696,Hiroshi Robert,32,Male,"Guangzhou, China",China,23.1,113.2,Tennis,,Intermediate,8,175,77,25.1,52,76,0,4,Active,Mixed,6.6
ATH_0697,Sofia Gupta,47,Female,"Mexico City, Mexico",Mexico,19.4,-99.1,Cycling,,Intermediate,5,165,45,16.5,38,121,1,8,Active,Mixed,8.9
ATH_0698,Khalid Miller,43,Male,"Istanbul, Turkey",Turkey,41.0,28.9,Basketball,,Advanced,6,175,66,21.6,51,15,1,0,Active,App-based,1.3
ATH_0699,Mia Ito,25,Female,"Shanghai, China",China,31.2,121.4,Cycling,,Beginner,1,164,66,24.5,35,33,1,1,Active,Email-focused,3.3
ATH_0700,Nina Ferrari,59,Female,"Pune, India",India,18.5,73.8,Running,,Intermediate,8,171,64,21.9,33,5,1,0,Active,App-based,2.5
ATH_0701,Li Yamamoto,23,Male,"Austin, USA",USA,30.2,-97.7,Cycling,,Advanced,7,182,65,19.6,55,44,1,0,Active,Email-focused,0.9
ATH_0702,Liu Nakamura,42,Male,"Stuttgart, Germany",Germany,48.7,9.1,Hiking,Rowing,Intermediate,4,175,95,31.0,45,44,1,0,Active,Mixed,6.7
ATH_0703,Margaret Robinson,51,Female,"Madrid, Spain",Spain,40.4,-3.7,Cycling,,Advanced,15,171,62,21.2,40,97,1,2,Active,Mixed,9.0
ATH_0704,Joshua Agarwal,32,Male,"Vancouver, Canada",Canada,49.2,-123.1,Climbing,,Intermediate,6,180,95,29.3,50,86,0,5,Active,App-based,4.9
ATH_0705,Wu Hill,51,Male,"Copenhagen, Denmark",Denmark,55.6,12.5,Swimming,,Advanced,8,168,81,28.7,48,34,1,0,Active,App-based,5.8
ATH_0706,Tariq Ricci,48,Male,"Leeds, UK",UK,53.8,-1.5,Cycling,,Advanced,8,182,79,23.8,47,42,0,1,Active,Email-focused,2.8
ATH_0707,Laurent Huang,30,Male,"Manchester, UK",UK,53.4,-2.2,Climbing,Rowing,Advanced,11,171,59,20.2,54,8,1,0,Active,App-based,2.8
ATH_0708,Yang Smith,42,Male,"Mexico City, Mexico",Mexico,19.4,-99.1,Climbing,,Intermediate,3,183,58,17.3,50,45,0,3,Active,Voice-focused,9.5
ATH_0709,Lorenzo Esposito,37,Male,"Shenzhen, China",China,22.5,114.1,Triathlon,Swimming,Intermediate,8,185,74,21.6,48,20,1,1,Active,Email-focused,2.6
ATH_0710,Luis Müller,39,Male,"Lyon, France",France,45.7,4.8,Boxing,,Beginner,3,175,86,28.1,43,35,0,0,Retired,Voice-focused,6.4
ATH_0711,Carlos Allen,41,Male,"Sydney, Australia",Australia,-33.8,151.2,Skiing,,Beginner,3,176,70,22.6,44,27,0,1,Active,Text-focused,4.6
ATH_0712,Aiko Schulz,34,Female,"Houston, USA",USA,29.7,-95.3,Running,,Intermediate,6,152,70,30.3,37,66,1,3,Active,Email-focused,4.9
ATH_0713,Andrew Wright,37,Male,"Singapore, Singapore",Singapore,1.3,103.8,Swimming,,Intermediate,8,177,68,21.7,53,5,0,0,Active,App-based,0.2
ATH_0714,Antoine Allen,43,Male,"Milan, Italy",Italy,45.4,9.1,Basketball,,Advanced,10,171,90,30.8,50,41,0,0,Active,Mixed,7.8
ATH_0715,Camille Lee,40,Female,"St Petersburg, Russia",Russia,59.9,30.3,Rowing,Boxing,Advanced,8,160,55,21.5,41,22,1,1,Active,App-based,1.8
ATH_0716,John Wright,34,Male,"Kyoto, Japan",Japan,35.0,135.7,CrossFit,,Intermediate,7,174,56,18.5,43,57,0,2,Active,Email-focused,0.2
ATH_0717,Klaus White,33,Male,"Brisbane, Australia",Australia,-27.4,153.0,Cycling,,Intermediate,5,179,72,22.5,50,55,0,0,Active,Email-focused,5.1
ATH_0718,Chloé Becker,36,Female,"Barcelona, Spain",Spain,41.3,2.1,Running,Climbing,Intermediate,3,163,53,19.9,40,74,1,4,Retired,Voice-focused,6.1
ATH_0719,Yui Dubois,27,Female,"Seville, Spain",Spain,37.3,-5.9,Swimming,Football,Beginner,3,166,78,28.3,40,46,0,0,Active,Text-focused,4.7
ATH_0720,Nikhil Gonzalez,43,Male,"Mexico City, Mexico",Mexico,19.4,-99.1,Volleyball,Running,Advanced,9,180,72,22.2,52,43,1,0,Active,Voice-focused,8.1
ATH_0721,Julie Reddy,37,Female,"Paris, France",France,48.8,2.3,Volleyball,,Advanced,6,155,56,23.3,49,47,1,1,Active,Mixed,7.0
ATH_0722,Mei Li,33,Female,"Turin, Italy",Italy,45.0,7.6,Climbing,Tennis,Intermediate,4,162,50,19.1,42,35,0,1,Active,App-based,3.8
ATH_0723,Divya Li,24,Female,"Mexico City, Mexico",Mexico,19.4,-99.1,Cycling,,Advanced,6,166,56,20.3,50,67,0,3,Active,Voice-focused,7.6
ATH_0724,Carlos Sanchez,41,Male,"Shanghai, China",China,31.2,121.4,Hiking,Football,Advanced,11,180,53,16.4,50,102,1,6,Active,App-based,5.1
ATH_0725,Mustafa Jackson,40,Male,"Gothenburg, Sweden",Sweden,57.7,11.9,Skiing,,Intermediate,5,173,86,28.7,49,13,1,0,Retired,Text-focused,1.7
ATH_0726,Juan Williams,58,Female,"Lyon, France",France,45.7,4.8,Football,,Elite Amateur,10,166,77,27.9,52,57,1,1,Active,Voice-focused,8.6
ATH_0727,Ahmed Yamamoto,19,Male,"Brisbane, Australia",Australia,-27.4,153.0,Running,Cycling,Advanced,6,188,71,20.1,49,34,1,1,Active,Email-focused,5.7
ATH_0728,Divya Nguyen,30,Female,"Birmingham, UK",UK,52.4,-1.9,Cycling,Football,Intermediate,8,151,66,28.9,43,38,1,1,Active,Email-focused,3.5
ATH_0729,Wang Russo,35,Male,"Brasília, Brazil",Brazil,-15.7,-47.8,Swimming,Tennis,Advanced,7,183,59,17.6,50,39,0,1,Active,App-based,0.2
ATH_0730,Antonio Richard,30,Male,"Milan, Italy",Italy,45.4,9.1,Running,,Beginner,3,176,96,31.0,45,35,0,0,Active,Voice-focused,6.7
ATH_0731,Lukas Wang,25,Male,"Mexico City, Mexico",Mexico,19.4,-99.1,Climbing,,Beginner,1,168,75,26.6,41,5,0,0,Active,Voice-focused,9.5
ATH_0732,Lucie Petit,26,Female,"Bangalore, India",India,12.9,77.5,Boxing,,Elite Amateur,10,168,53,18.8,51,75,1,2,Active,Mixed,10.0
ATH_0733,Anjali Esposito,25,Female,"Rotterdam, Netherlands",Netherlands,51.9,4.4,Running,,Beginner,2,179,63,19.7,39,16,1,1,Active,Email-focused,0.5
ATH_0734,Camille Esposito,30,Female,"Munich, Germany",Germany,48.1,11.5,Football,Boxing,Intermediate,3,167,67,24.0,40,5,1,0,Active,Email-focused,5.3
ATH_0735,Antonio Flores,28,Male,"Hamburg, Germany",Germany,53.5,10.0,Boxing,,Elite Amateur,11,171,79,27.0,60,144,0,1,Active,Mixed,9.0
ATH_0736,Shreya Reddy,25,Female,"Guangzhou, China",China,23.1,113.2,Hiking,Rowing,Advanced,6,168,79,28.0,47,42,1,2,Active,Text-focused,2.8
ATH_0737,Pooja Sanchez,30,Female,"Marseille, France",France,43.2,5.3,Basketball,Tennis,Intermediate,7,178,60,18.9,44,38,1,1,Retired,App-based,0.3
ATH_0738,Emi Flores,42,Female,"Barcelona, Spain",Spain,41.3,2.1,Climbing,Hiking,Elite Amateur,17,168,62,22.0,51,100,1,2,Active,Text-focused,5.4
ATH_0739,Ren Müller,27,Male,"Phoenix, USA",USA,33.4,-112.0,Rugby,,Advanced,8,192,83,22.5,56,62,1,1,Active,Voice-focused,7.3
ATH_0740,Nour Anderson,38,Female,"Hamburg, Germany",Germany,53.5,10.0,Tennis,,Advanced,10,170,62,21.5,45,23,1,0,Active,App-based,1.9
ATH_0741,Inès Colombo,21,Female,"Brasília, Brazil",Brazil,-15.7,-47.8,Basketball,,Advanced,6,167,68,24.4,49,19,0,1,Active,App-based,2.5
ATH_0742,Zhou Müller,36,Male,"Melbourne, Australia",Australia,-37.8,144.9,Basketball,,Advanced,11,182,70,21.1,52,120,1,7,Active,Voice-focused,7.9
ATH_0743,Nancy Nakamura,23,Female,"London, UK",UK,51.5,-0.1,Hiking,,Beginner,1,163,55,20.7,43,83,1,5,Active,Mixed,8.0
ATH_0744,Aisha Gupta,38,Female,"Seoul, South Korea",South Korea,37.5,126.9,Boxing,,Elite Amateur,16,160,53,20.7,47,7,0,0,Active,Text-focused,2.6
ATH_0745,Francesco Schmidt,25,Male,"Brisbane, Australia",Australia,-27.4,153.0,Rugby,,Advanced,9,180,70,21.6,55,58,1,3,Active,Voice-focused,9.7
ATH_0746,Li Li,27,Male,"Toronto, Canada",Canada,43.6,-79.3,Cycling,,Advanced,8,178,63,19.9,52,53,0,3,Active,Email-focused,4.4
ATH_0747,Mark Thomas,59,Male,"Santiago, Chile",Chile,-33.4,-70.6,Basketball,,Intermediate,6,177,69,22.0,42,5,0,0,Active,App-based,2.5
ATH_0748,Gabriel Kato,23,Male,"Chicago, USA",USA,41.8,-87.6,CrossFit,,Intermediate,4,182,93,28.1,48,7,1,0,Active,Email-focused,2.5
ATH_0749,Nana Thompson,26,Female,"Johannesburg, South Africa",South Africa,-26.2,28.0,Skiing,,Intermediate,7,168,84,29.8,43,17,1,1,Active,App-based,1.1
ATH_0750,Paul Yamamoto,30,Male,"Stockholm, Sweden",Sweden,59.3,18.0,CrossFit,,Advanced,9,183,76,22.7,52,76,0,0,Active,App-based,5.4
ATH_0751,Raj Lee,49,Male,"Mumbai, India",India,19.0,72.8,Rugby,,Intermediate,4,174,80,26.4,45,62,0,0,Active,Email-focused,3.8
ATH_0752,Liu Sato,35,Male,"Oslo, Norway",Norway,59.9,10.7,Football,,Advanced,15,182,76,22.9,54,22,1,0,Active,Mixed,6.9
ATH_0753,Elizabeth Wu,40,Female,"Rome, Italy",Italy,41.9,12.4,Hiking,,Intermediate,8,172,69,23.3,35,15,0,0,Active,Email-focused,1.1
ATH_0754,Li Robert,30,Female,"Vancouver, Canada",Canada,49.2,-123.1,Tennis,,Beginner,1,173,45,15.0,35,57,0,2,Active,App-based,3.8
ATH_0755,Nancy Johnson,30,Female,"London, UK",UK,51.5,-0.1,Hiking,,Intermediate,7,163,51,19.2,43,14,0,0,Active,Email-focused,2.1
ATH_0756,Elizabeth Ricci,42,Female,"Manchester, UK",UK,53.4,-2.2,Cycling,,Advanced,7,155,53,22.1,44,33,1,2,Active,Email-focused,1.9
ATH_0757,Ananya Esposito,32,Female,"Rio de Janeiro, Brazil",Brazil,-22.9,-43.2,Volleyball,Tennis,Advanced,12,172,66,22.3,46,23,1,0,Active,Email-focused,1.9
ATH_0758,Amina Petit,40,Female,"Tokyo, Japan",Japan,35.6,139.6,Football,,Advanced,6,154,82,34.6,49,58,1,1,Active,Voice-focused,8.7
ATH_0759,Marine White,41,Female,"Vancouver, Canada",Canada,49.2,-123.1,Hiking,,Advanced,9,167,55,19.7,47,44,0,0,Active,Mixed,6.5
ATH_0760,Olivier Schneider,29,Male,"Tokyo, Japan",Japan,35.6,139.6,Basketball,,Advanced,8,174,87,28.7,55,45,1,2,Active,Email-focused,6.0
ATH_0761,Camille Colombo,26,Female,"Guangzhou, China",China,23.1,113.2,Basketball,Triathlon,Advanced,9,166,57,20.7,50,60,0,2,Active,Email-focused,3.5
ATH_0762,Joshua Robert,22,Male,"Turin, Italy",Italy,45.0,7.6,Skiing,,Elite Amateur,10,183,77,23.0,58,37,1,0,Active,Text-focused,1.2
ATH_0763,Pooja Russo,32,Female,"Santiago, Chile",Chile,-33.4,-70.6,Swimming,,Advanced,15,169,63,22.1,49,7,0,0,Active,Email-focused,1.3
ATH_0764,Mustafa Huang,42,Male,"Valencia, Spain",Spain,39.4,-0.3,Skiing,Boxing,Intermediate,8,174,87,28.7,51,84,1,4,Active,Mixed,9.7
ATH_0765,Rosa Agarwal,44,Female,"Naples, Italy",Italy,40.8,14.2,Hiking,,Advanced,15,162,61,23.2,48,13,1,0,Active,Voice-focused,8.2
ATH_0766,Sarah Yamamoto,20,Female,"Turin, Italy",Italy,45.0,7.6,Skiing,,Beginner,3,150,53,23.6,39,16,0,1,Active,Text-focused,4.6
ATH_0767,Chiara Meyer,28,Female,"Shenzhen, China",China,22.5,114.1,Climbing,Cycling,Advanced,12,169,72,25.2,47,79,0,2,Active,Voice-focused,6.5
ATH_0768,Mei Colombo,39,Female,"Cologne, Germany",Germany,50.9,6.9,Boxing,,Advanced,7,166,62,22.5,47,22,1,1,Active,App-based,2.6
ATH_0769,Amina White,29,Female,"Bangalore, India",India,12.9,77.5,Swimming,,Intermediate,4,171,54,18.5,51,58,0,2,Active,Mixed,6.2
ATH_0770,Joseph Petit,44,Male,"Seoul, South Korea",South Korea,37.5,126.9,CrossFit,Climbing,Beginner,2,177,75,23.9,42,22,0,1,Retired,Text-focused,2.0
ATH_0771,Matthew Petit,30,Male,"Munich, Germany",Germany,48.1,11.5,Boxing,,Intermediate,4,169,68,23.8,48,27,1,0,Active,Voice-focused,9.8
ATH_0772,Leonardo Wagner,27,Male,"Frankfurt, Germany",Germany,50.1,8.6,Hiking,,Intermediate,7,186,66,19.1,46,139,0,8,Active,Mixed,8.1
ATH_0773,Nour Jackson,19,Female,"Valencia, Spain",Spain,39.4,-0.3,Volleyball,Climbing,Intermediate,3,172,60,20.3,46,66,1,4,Active,Text-focused,1.3
ATH_0774,Daiki Schulz,34,Male,"Rio de Janeiro, Brazil",Brazil,-22.9,-43.2,Triathlon,Running,Intermediate,4,170,84,29.1,49,62,0,3,Active,Mixed,7.7
ATH_0775,Simone Zhou,32,Male,"Gothenburg, Sweden",Sweden,57.7,11.9,Football,,Advanced,6,163,77,29.0,53,43,0,1,Active,Voice-focused,6.4
ATH_0776,Yasmin Sanchez,20,Female,"Osaka, Japan",Japan,34.6,135.5,Rugby,Swimming,Intermediate,4,166,62,22.5,40,74,1,2,Active,Voice-focused,9.4
ATH_0777,Camille Ramirez,37,Female,"Vancouver, Canada",Canada,49.2,-123.1,Running,,Beginner,2,167,75,26.9,40,92,0,0,Active,Voice-focused,7.3
ATH_0778,Mateo Zhao,31,Male,"Guangzhou, China",China,23.1,113.2,Triathlon,,Advanced,10,181,77,23.5,51,35,1,2,Active,App-based,1.5
ATH_0779,Pooja Singh,25,Female,"Busan, South Korea",South Korea,35.1,129.0,Rugby,Climbing,Advanced,8,162,83,31.6,45,48,1,3,Active,Voice-focused,7.9
ATH_0780,Thomas Harris,32,Male,"Mexico City, Mexico",Mexico,19.4,-99.1,Football,,Elite Amateur,15,170,100,34.6,57,36,1,1,Active,Email-focused,0.3
ATH_0781,Daniel Russo,39,Male,"Vancouver, Canada",Canada,49.2,-123.1,Running,Climbing,Advanced,7,181,89,27.2,53,28,1,0,Active,Email-focused,2.9
ATH_0782,Lorenzo Sasaki,43,Male,"Philadelphia, USA",USA,39.9,-75.1,Triathlon,Skiing,Advanced,11,173,63,21.0,52,55,1,2,Active,Text-focused,5.6
ATH_0783,Lukas Rodriguez,29,Male,"Madrid, Spain",Spain,40.4,-3.7,Climbing,,Advanced,6,179,82,25.6,53,28,1,1,Active,Email-focused,2.7
ATH_0784,Amit Wagner,18,Male,"Mexico City, Mexico",Mexico,19.4,-99.1,Skiing,Tennis,Advanced,6,190,76,21.1,57,94,1,0,Active,App-based,6.0
ATH_0785,Inès Dupont,19,Female,"Phoenix, USA",USA,33.4,-112.0,Climbing,,Advanced,6,161,61,23.5,47,74,1,4,Active,App-based,3.9
ATH_0786,Yuki Desai,41,Female,"Brisbane, Australia",Australia,-27.4,153.0,CrossFit,,Elite Amateur,13,168,59,20.9,53,69,1,3,Active,App-based,4.1
ATH_0787,David Desai,38,Male,"Shenzhen, China",China,22.5,114.1,Triathlon,,Semi-Pro,14,175,62,20.2,60,59,1,3,Active,Mixed,6.7
ATH_0788,Aisha Robert,30,Female,"Guangzhou, China",China,23.1,113.2,Triathlon,,Intermediate,4,170,71,24.6,39,13,0,0,Active,Mixed,9.2
ATH_0789,Raj Jackson,39,Male,"Melbourne, Australia",Australia,-37.8,144.9,Football,,Elite Amateur,19,187,85,24.3,58,40,1,0,Active,Email-focused,5.4
ATH_0790,Karim Ferrari,28,Male,"Cologne, Germany",Germany,50.9,6.9,Hiking,,Advanced,11,176,95,30.7,57,5,1,0,Active,App-based,0.7
ATH_0791,Simone Sato,51,Male,"Lagos, Nigeria",Nigeria,6.5,3.3,Running,,Advanced,7,166,71,25.8,51,55,0,0,Active,App-based,3.7
ATH_0792,Ana Green,27,Female,"Dallas, USA",USA,32.7,-96.7,Hiking,,Elite Amateur,11,155,80,33.3,53,21,1,0,Active,Email-focused,5.0
ATH_0793,Amit Lee,22,Male,"Moscow, Russia",Russia,55.7,37.6,Football,Rowing,Intermediate,4,170,70,24.2,49,47,1,3,Active,Text-focused,1.5
ATH_0794,Leonardo Durand,25,Male,"Kyoto, Japan",Japan,35.0,135.7,Swimming,Triathlon,Intermediate,3,186,68,19.7,48,59,0,2,Active,Text-focused,2.5
ATH_0795,Sandra Robert,38,Female,"Lyon, France",France,45.7,4.8,Skiing,CrossFit,Advanced,7,170,61,21.1,52,13,1,0,Active,Text-focused,3.8
ATH_0796,Stefan Chen,25,Male,"Frankfurt, Germany",Germany,50.1,8.6,Football,,Intermediate,6,183,77,23.0,52,18,0,1,Active,Email-focused,1.2
ATH_0797,John Ito,55,Male,"Dubai, UAE",UAE,25.2,55.2,Boxing,,Advanced,12,185,78,22.8,51,81,1,2,Active,App-based,4.6
ATH_0798,Dorothy Liu,30,Female,"Milan, Italy",Italy,45.4,9.1,Football,Swimming,Beginner,2,156,60,24.7,36,32,0,1,Active,Email-focused,0.2
ATH_0799,Sofia Zhao,18,Female,"Dallas, USA",USA,32.7,-96.7,Volleyball,,Beginner,1,172,77,26.0,39,80,0,4,Active,Voice-focused,7.6
ATH_0800,Miyu Wilson,30,Female,"Lagos, Nigeria",Nigeria,6.5,3.3,Triathlon,Cycling,Elite Amateur,10,172,73,24.7,56,62,1,3,Active,Email-focused,3.3
ATH_0801,Hans Clark,39,Male,"Vancouver, Canada",Canada,49.2,-123.1,Football,Swimming,Advanced,15,173,70,23.4,52,84,1,0,Active,Voice-focused,7.1
ATH_0802,Miku Thomas,28,Female,"San Jose, USA",USA,37.3,-121.8,Volleyball,Basketball,Semi-Pro,12,169,80,28.0,61,19,1,1,Active,Mixed,6.2
